experiment_id,scheme,topology_id,budget,manifest_size,query_count,failure_type,count,rate,source_run_ids
object_main,inf_tag_forwarding,rf_3967_exodus_compact,0,1,240,predicate_miss,0,0.0,object_main__inf_tag_forwarding__smartcity__rf_3967_exodus_compact__manifest1__seed1__20260416_083650
object_main,inf_tag_forwarding,rf_3967_exodus_compact,0,1,240,wrong_domain,22,0.091667,object_main__inf_tag_forwarding__smartcity__rf_3967_exodus_compact__manifest1__seed1__20260416_083650
object_main,inf_tag_forwarding,rf_3967_exodus_compact,0,1,240,wrong_object,0,0.0,object_main__inf_tag_forwarding__smartcity__rf_3967_exodus_compact__manifest1__seed1__20260416_083650
object_main,inf_tag_forwarding,rf_3967_exodus_compact,0,1,240,no_reply,0,0.0,object_main__inf_tag_forwarding__smartcity__rf_3967_exodus_compact__manifest1__seed1__20260416_083650
object_main,inf_tag_forwarding,rf_3967_exodus_compact,0,1,240,fetch_timeout,0,0.0,object_main__inf_tag_forwarding__smartcity__rf_3967_exodus_compact__manifest1__seed1__20260416_083650
object_main,inf_tag_forwarding,rf_3967_exodus_compact,0,1,240,success,218,0.908333,object_main__inf_tag_forwarding__smartcity__rf_3967_exodus_compact__manifest1__seed1__20260416_083650
object_main,inf_tag_forwarding,rf_3967_exodus_compact,0,2,240,predicate_miss,0,0.0,object_main__inf_tag_forwarding__smartcity__rf_3967_exodus_compact__manifest2__seed1__20260416_084816
object_main,inf_tag_forwarding,rf_3967_exodus_compact,0,2,240,wrong_domain,22,0.091667,object_main__inf_tag_forwarding__smartcity__rf_3967_exodus_compact__manifest2__seed1__20260416_084816
object_main,inf_tag_forwarding,rf_3967_exodus_compact,0,2,240,wrong_object,0,0.0,object_main__inf_tag_forwarding__smartcity__rf_3967_exodus_compact__manifest2__seed1__20260416_084816
object_main,inf_tag_forwarding,rf_3967_exodus_compact,0,2,240,no_reply,0,0.0,object_main__inf_tag_forwarding__smartcity__rf_3967_exodus_compact__manifest2__seed1__20260416_084816
object_main,inf_tag_forwarding,rf_3967_exodus_compact,0,2,240,fetch_timeout,0,0.0,object_main__inf_tag_forwarding__smartcity__rf_3967_exodus_compact__manifest2__seed1__20260416_084816
object_main,inf_tag_forwarding,rf_3967_exodus_compact,0,2,240,success,218,0.908333,object_main__inf_tag_forwarding__smartcity__rf_3967_exodus_compact__manifest2__seed1__20260416_084816
object_main,inf_tag_forwarding,rf_3967_exodus_compact,0,3,240,predicate_miss,0,0.0,object_main__inf_tag_forwarding__smartcity__rf_3967_exodus_compact__manifest3__seed1__20260416_085500
object_main,inf_tag_forwarding,rf_3967_exodus_compact,0,3,240,wrong_domain,22,0.091667,object_main__inf_tag_forwarding__smartcity__rf_3967_exodus_compact__manifest3__seed1__20260416_085500
object_main,inf_tag_forwarding,rf_3967_exodus_compact,0,3,240,wrong_object,0,0.0,object_main__inf_tag_forwarding__smartcity__rf_3967_exodus_compact__manifest3__seed1__20260416_085500
object_main,inf_tag_forwarding,rf_3967_exodus_compact,0,3,240,no_reply,0,0.0,object_main__inf_tag_forwarding__smartcity__rf_3967_exodus_compact__manifest3__seed1__20260416_085500
object_main,inf_tag_forwarding,rf_3967_exodus_compact,0,3,240,fetch_timeout,0,0.0,object_main__inf_tag_forwarding__smartcity__rf_3967_exodus_compact__manifest3__seed1__20260416_085500
object_main,inf_tag_forwarding,rf_3967_exodus_compact,0,3,240,success,218,0.908333,object_main__inf_tag_forwarding__smartcity__rf_3967_exodus_compact__manifest3__seed1__20260416_085500
object_main,hiroute,rf_3967_exodus_compact,0,2,240,predicate_miss,0,0.0,object_main__hiroute__smartcity__rf_3967_exodus_compact__manifest2__seed1__20260416_090857
object_main,hiroute,rf_3967_exodus_compact,0,2,240,wrong_domain,0,0.0,object_main__hiroute__smartcity__rf_3967_exodus_compact__manifest2__seed1__20260416_090857
object_main,hiroute,rf_3967_exodus_compact,0,2,240,wrong_object,0,0.0,object_main__hiroute__smartcity__rf_3967_exodus_compact__manifest2__seed1__20260416_090857
object_main,hiroute,rf_3967_exodus_compact,0,2,240,no_reply,0,0.0,object_main__hiroute__smartcity__rf_3967_exodus_compact__manifest2__seed1__20260416_090857
object_main,hiroute,rf_3967_exodus_compact,0,2,240,fetch_timeout,0,0.0,object_main__hiroute__smartcity__rf_3967_exodus_compact__manifest2__seed1__20260416_090857
object_main,hiroute,rf_3967_exodus_compact,0,2,240,success,240,1.0,object_main__hiroute__smartcity__rf_3967_exodus_compact__manifest2__seed1__20260416_090857
object_main,hiroute,rf_3967_exodus_compact,0,3,240,predicate_miss,0,0.0,object_main__hiroute__smartcity__rf_3967_exodus_compact__manifest3__seed1__20260416_091543
object_main,hiroute,rf_3967_exodus_compact,0,3,240,wrong_domain,0,0.0,object_main__hiroute__smartcity__rf_3967_exodus_compact__manifest3__seed1__20260416_091543
object_main,hiroute,rf_3967_exodus_compact,0,3,240,wrong_object,0,0.0,object_main__hiroute__smartcity__rf_3967_exodus_compact__manifest3__seed1__20260416_091543
object_main,hiroute,rf_3967_exodus_compact,0,3,240,no_reply,0,0.0,object_main__hiroute__smartcity__rf_3967_exodus_compact__manifest3__seed1__20260416_091543
object_main,hiroute,rf_3967_exodus_compact,0,3,240,fetch_timeout,0,0.0,object_main__hiroute__smartcity__rf_3967_exodus_compact__manifest3__seed1__20260416_091543
object_main,hiroute,rf_3967_exodus_compact,0,3,240,success,240,1.0,object_main__hiroute__smartcity__rf_3967_exodus_compact__manifest3__seed1__20260416_091543
object_main,central_directory,rf_3967_exodus_compact,0,1,240,predicate_miss,0,0.0,object_main__central_directory__smartcity__rf_3967_exodus_compact__manifest1__seed1__20260416_092228
object_main,central_directory,rf_3967_exodus_compact,0,1,240,wrong_domain,0,0.0,object_main__central_directory__smartcity__rf_3967_exodus_compact__manifest1__seed1__20260416_092228
object_main,central_directory,rf_3967_exodus_compact,0,1,240,wrong_object,0,0.0,object_main__central_directory__smartcity__rf_3967_exodus_compact__manifest1__seed1__20260416_092228
object_main,central_directory,rf_3967_exodus_compact,0,1,240,no_reply,0,0.0,object_main__central_directory__smartcity__rf_3967_exodus_compact__manifest1__seed1__20260416_092228
object_main,central_directory,rf_3967_exodus_compact,0,1,240,fetch_timeout,0,0.0,object_main__central_directory__smartcity__rf_3967_exodus_compact__manifest1__seed1__20260416_092228
object_main,central_directory,rf_3967_exodus_compact,0,1,240,success,240,1.0,object_main__central_directory__smartcity__rf_3967_exodus_compact__manifest1__seed1__20260416_092228
object_main,central_directory,rf_3967_exodus_compact,0,2,240,predicate_miss,0,0.0,object_main__central_directory__smartcity__rf_3967_exodus_compact__manifest2__seed1__20260416_092915
object_main,central_directory,rf_3967_exodus_compact,0,2,240,wrong_domain,0,0.0,object_main__central_directory__smartcity__rf_3967_exodus_compact__manifest2__seed1__20260416_092915
object_main,central_directory,rf_3967_exodus_compact,0,2,240,wrong_object,0,0.0,object_main__central_directory__smartcity__rf_3967_exodus_compact__manifest2__seed1__20260416_092915
object_main,central_directory,rf_3967_exodus_compact,0,2,240,no_reply,0,0.0,object_main__central_directory__smartcity__rf_3967_exodus_compact__manifest2__seed1__20260416_092915
object_main,central_directory,rf_3967_exodus_compact,0,2,240,fetch_timeout,0,0.0,object_main__central_directory__smartcity__rf_3967_exodus_compact__manifest2__seed1__20260416_092915
object_main,central_directory,rf_3967_exodus_compact,0,2,240,success,240,1.0,object_main__central_directory__smartcity__rf_3967_exodus_compact__manifest2__seed1__20260416_092915
object_main,central_directory,rf_3967_exodus_compact,0,3,240,predicate_miss,0,0.0,object_main__central_directory__smartcity__rf_3967_exodus_compact__manifest3__seed1__20260416_093601
object_main,central_directory,rf_3967_exodus_compact,0,3,240,wrong_domain,0,0.0,object_main__central_directory__smartcity__rf_3967_exodus_compact__manifest3__seed1__20260416_093601
object_main,central_directory,rf_3967_exodus_compact,0,3,240,wrong_object,0,0.0,object_main__central_directory__smartcity__rf_3967_exodus_compact__manifest3__seed1__20260416_093601
object_main,central_directory,rf_3967_exodus_compact,0,3,240,no_reply,0,0.0,object_main__central_directory__smartcity__rf_3967_exodus_compact__manifest3__seed1__20260416_093601
object_main,central_directory,rf_3967_exodus_compact,0,3,240,fetch_timeout,0,0.0,object_main__central_directory__smartcity__rf_3967_exodus_compact__manifest3__seed1__20260416_093601
object_main,central_directory,rf_3967_exodus_compact,0,3,240,success,240,1.0,object_main__central_directory__smartcity__rf_3967_exodus_compact__manifest3__seed1__20260416_093601
object_main,hiroute,rf_3967_exodus_compact,0,1,240,predicate_miss,0,0.0,object_main__hiroute__smartcity__rf_3967_exodus_compact__manifest1__seed1__20260416_132916
object_main,hiroute,rf_3967_exodus_compact,0,1,240,wrong_domain,0,0.0,object_main__hiroute__smartcity__rf_3967_exodus_compact__manifest1__seed1__20260416_132916
object_main,hiroute,rf_3967_exodus_compact,0,1,240,wrong_object,0,0.0,object_main__hiroute__smartcity__rf_3967_exodus_compact__manifest1__seed1__20260416_132916
object_main,hiroute,rf_3967_exodus_compact,0,1,240,no_reply,0,0.0,object_main__hiroute__smartcity__rf_3967_exodus_compact__manifest1__seed1__20260416_132916
object_main,hiroute,rf_3967_exodus_compact,0,1,240,fetch_timeout,0,0.0,object_main__hiroute__smartcity__rf_3967_exodus_compact__manifest1__seed1__20260416_132916
